	elbo	tsne_cost
0	-458.2628173828125	6.393923759460449
1	-1638.353759765625	13.067340850830078
2	-593.0406494140625	19.603309631347656
3	-356.9300537109375	26.019878387451172
4	-282.8650817871094	32.604740142822266
5	-280.66064453125	38.93409729003906
6	-232.225341796875	44.95335388183594
7	-217.8856658935547	51.29617691040039
8	-218.3248748779297	57.4242057800293
9	-201.45425415039062	63.815120697021484
10	-200.72227478027344	70.33992767333984
11	-188.7220458984375	76.74147033691406
12	-203.09718322753906	83.29765319824219
13	-182.35836791992188	89.47135162353516
14	-198.836669921875	95.6473617553711
15	-173.48995971679688	102.02700805664062
16	-154.977294921875	108.64543914794922
17	-166.35313415527344	114.46769714355469
18	-142.86776733398438	120.56314849853516
19	-134.9901580810547	126.78276824951172
20	-117.82752990722656	133.12060546875
21	-106.41411590576172	139.2816619873047
22	-83.52932739257812	145.665283203125
23	-68.97696685791016	151.87081909179688
24	-52.18157196044922	157.9045867919922
25	-50.39425277709961	164.08160400390625
26	-51.43000793457031	170.2532958984375
27	-34.396507263183594	176.33319091796875
28	-28.118545532226562	182.17495727539062
29	-85.34536743164062	187.93515014648438
30	-74.28803253173828	193.75599670410156
31	-43.91981887817383	200.3946990966797
32	-19.073314666748047	206.32427978515625
33	-15.655061721801758	212.86328125
34	-34.965721130371094	218.88888549804688
35	-20.909923553466797	225.2437286376953
36	-12.498600959777832	231.5570068359375
37	-13.383776664733887	237.61740112304688
38	-6.791815280914307	244.08033752441406
39	-6.419554710388184	250.05014038085938
40	-15.310861587524414	257.0510559082031
41	0.0030732154846191406	263.0731506347656
42	-0.3857550621032715	269.1387023925781
43	-38.639488220214844	275.33343505859375
44	-19.680522918701172	281.7750549316406
45	-2.098053455352783	287.7828369140625
46	11.906335830688477	293.7144470214844
47	-0.8969974517822266	300.28125
48	0.9275417327880859	306.3927001953125
49	6.977122783660889	312.0205383300781
50	19.989652633666992	318.3923034667969
51	24.929340362548828	324.65765380859375
52	-31.297260284423828	330.44073486328125
53	-17.058120727539062	336.66986083984375
54	-7.33128547668457	343.22100830078125
55	-21.482501983642578	349.0871887207031
56	-23.315351486206055	355.5850830078125
57	-46.05213928222656	361.8172607421875
58	-22.123151779174805	368.0756530761719
59	-7.867943286895752	374.5222473144531
60	-18.761558532714844	380.9191589355469
61	-3.1340928077697754	387.3296203613281
62	10.292713165283203	393.52130126953125
63	-1.7437286376953125	399.7467041015625
64	17.26064109802246	406.0291748046875
65	22.462440490722656	411.95562744140625
66	25.13248634338379	418.40985107421875
67	6.729971885681152	424.6385498046875
68	7.818941593170166	430.9669494628906
69	-2.158709764480591	437.6734313964844
70	26.626651763916016	443.7788391113281
71	36.31592559814453	450.4325866699219
72	28.276527404785156	456.0277099609375
73	25.923778533935547	462.3905334472656
74	25.254913330078125	468.7027282714844
75	25.370311737060547	475.0321044921875
76	10.89345932006836	480.65380859375
77	27.018056869506836	487.2528991699219
78	34.02044677734375	493.17462158203125
79	42.19049072265625	499.1828918457031
80	39.437496185302734	505.6203308105469
81	39.69672393798828	511.9931640625
82	38.28238296508789	518.0233154296875
83	48.03644561767578	524.3675537109375
84	36.2726936340332	530.4830322265625
85	41.165626525878906	536.3748779296875
86	44.426658630371094	543.0767211914062
87	51.12334060668945	549.1329345703125
88	48.84416580200195	555.4923095703125
89	49.775394439697266	561.6194458007812
90	42.93852233886719	567.8564453125
91	51.74990463256836	574.1546630859375
92	53.054718017578125	580.3594970703125
93	54.71586608886719	586.471923828125
94	59.740478515625	592.6063232421875
95	56.32505798339844	599.0997314453125
96	39.4442138671875	605.1229248046875
97	43.31072235107422	611.5367431640625
98	60.36415481567383	617.8639526367188
99	59.35769271850586	624.0955810546875
100	39.201446533203125	630.2997436523438
101	43.840335845947266	636.3084106445312
102	52.8443603515625	642.4788208007812
103	47.587974548339844	649.12158203125
104	51.15116882324219	655.1759643554688
105	36.94913864135742	661.33251953125
106	51.74410629272461	667.4754028320312
107	71.46490478515625	673.7861938476562
108	72.67518615722656	680.207763671875
109	61.9115104675293	686.0726928710938
110	56.71921920776367	692.4119262695312
111	59.274513244628906	698.8222045898438
112	49.085330963134766	704.755615234375
113	63.3986701965332	711.2075805664062
114	43.416038513183594	717.1580200195312
115	53.10429000854492	723.584716796875
116	65.56633758544922	729.6651611328125
117	66.44416809082031	736.220947265625
118	61.77556610107422	742.3506469726562
119	44.92442321777344	748.3484497070312
120	37.61029815673828	754.6300048828125
121	50.89435577392578	760.90283203125
122	47.30095672607422	767.254638671875
123	63.45407485961914	773.5010375976562
124	70.91545104980469	779.6455078125
125	69.58674621582031	786.1244506835938
126	65.92910766601562	792.0513305664062
127	72.36338806152344	798.6104125976562
128	79.14024353027344	804.5153198242188
129	60.58525848388672	810.8338623046875
130	58.469749450683594	817.36328125
131	41.311771392822266	823.6219482421875
132	56.119285583496094	829.9575805664062
133	30.82921600341797	835.5368041992188
134	23.5095157623291	841.6607666015625
