	log_likelihood
3627	256.1222
3628	334.75137
3629	236.1374
3630	304.8117
3631	189.88426
3632	266.47183
3633	291.4646
3634	162.83795
3635	210.51624
3636	326.71445
3637	323.01367
3638	299.67215
3639	327.73013
3640	288.64847
3641	314.23175
3642	328.81454
3643	213.02605
3644	235.8624
3645	299.63004
3646	266.61655
3647	245.8356
3648	160.40363
3649	324.28116
3650	296.43878
3651	300.80435
3652	290.9561
3653	248.55014
3654	276.8963
3655	229.17337
3656	237.99455
3657	294.8334
3658	203.35172
3659	281.44116
3660	284.65323
3661	322.5593
3662	281.0449
3663	324.90952
3664	284.5741
3665	248.61667
3666	329.8899
3667	317.92828
3668	220.29666
3669	246.85014
3670	330.58038
3671	315.99564
3672	305.2184
3673	289.6113
3674	308.40118
3675	236.31274
3676	274.36142
3677	309.17642
3678	298.05707
3679	204.4849
3680	325.646
3681	310.37665
3682	272.0888
3683	329.78656
3684	330.61896
3685	350.46854
3686	284.18353
3687	238.2958
3688	271.18036
3689	153.92502
3690	326.70602
3691	295.71048
3692	240.04134
3693	304.05692
3694	343.19894
3695	269.57202
3696	309.9907
3697	221.18204
3698	315.5998
3699	287.62405
3700	270.0625
3701	332.425
3702	269.20868
3703	269.68375
3704	317.6607
3705	272.84897
3706	238.02426
3707	300.8308
3708	321.87744
3709	322.24957
3710	325.8211
3711	272.38803
3712	314.88947
3713	255.01773
3714	271.16708
3715	307.38068
3716	312.57028
3717	108.48662
3718	328.9844
3719	247.39761
3720	305.89612
3721	228.67107
3722	306.41122
3723	292.45953
3724	331.05713
3725	251.81943
3726	241.86429
3727	301.1817
3728	77.65251
3729	278.12674
3730	288.52853
3731	346.69882
3732	211.65076
3733	246.30823
3734	111.720116
3735	285.212
3736	216.5864
3737	287.04816
3738	168.80803
3739	331.34735
3740	290.7324
3741	294.52704
3742	243.73015
3743	296.0794
3744	293.3611
3745	252.30962
3746	301.2412
3747	258.75186
3748	283.86368
3749	309.5314
3750	184.32587
3751	314.823
3752	272.65607
3753	291.74734
3754	309.023
3755	248.68326
3756	277.805
3757	309.36603
3758	345.68716
3759	345.34286
3760	255.05411
3761	272.8355
3762	319.9764
3763	309.17117
3764	299.93753
3765	277.36884
3766	283.3288
3767	310.8106
3768	239.81357
3769	334.4736
3770	247.3522
3771	167.33441
3772	286.6044
3773	316.3272
3774	305.13956
3775	321.72632
3776	227.73474
3777	304.9745
3778	309.67206
3779	249.10478
3780	249.5743
3781	304.72174
3782	334.03098
3783	270.10526
3784	255.91269
3785	324.15472
3786	290.08923
3787	263.57703
3788	276.68295
3789	261.32355
3790	249.69656
3791	340.9815
3792	327.11685
3793	203.46672
3794	303.19986
3795	295.11465
3796	257.14056
3797	265.53625
3798	280.6385
3799	279.16406
3800	313.95105
3801	289.739
3802	223.17542
3803	318.29785
3804	320.56894
3805	308.82053
3806	334.20547
3807	322.40607
3808	256.9897
3809	280.12775
3810	253.68733
3811	294.14743
3812	183.82516
3813	325.13214
3814	341.6205
3815	310.56363
3816	279.5065
3817	341.92422
3818	344.6624
3819	238.72795
3820	192.30124
3821	256.9615
3822	226.22583
3823	349.56693
3824	294.65436
3825	257.4811
3826	146.97668
3827	295.27872
3828	336.17157
3829	203.04277
3830	150.86394
3831	239.68828
3832	344.5034
3833	313.69443
3834	196.28702
3835	339.11377
3836	252.16324
3837	330.60138
3838	329.12296
3839	327.9012
3840	255.0439
3841	218.99326
3842	330.0616
3843	312.02835
3844	237.80733
3845	293.3606
3846	241.86089
3847	324.0868
3848	341.4878
3849	235.0708
3850	312.9527
3851	278.18643
3852	176.16565
3853	234.52615
3854	252.19414
3855	229.97324
3856	309.6547
3857	307.47122
3858	239.9832
3859	277.83524
3860	222.11758
3861	325.22263
3862	180.95113
3863	251.41975
3864	345.14658
3865	248.10213
3866	286.09177
3867	322.27582
3868	321.63364
3869	290.9704
3870	234.5352
3871	161.62524
3872	288.5728
3873	223.90689
3874	302.0136
3875	274.70886
3876	277.55118
3877	347.24423
3878	326.35855
3879	326.15408
3880	245.9313
3881	288.0793
3882	160.2638
3883	284.6673
3884	338.656
3885	125.397995
3886	312.22095
3887	248.98701
3888	348.31204
3889	244.98299
3890	321.4438
3891	203.51352
3892	264.93845
3893	272.0928
3894	268.89905
3895	287.36798
3896	263.3423
3897	256.85553
3898	253.29993
3899	249.68082
3900	48.282173
3901	304.78162
3902	327.10757
3903	267.96344
3904	298.42056
3905	296.75827
3906	304.45786
3907	260.01923
3908	200.44075
3909	306.44397
3910	244.63113
3911	261.26486
3912	318.6375
3913	256.57837
3914	291.2378
3915	241.8916
3916	114.20143
3917	353.4134
3918	316.42932
3919	257.1192
3920	263.2503
3921	301.11972
3922	279.0849
3923	277.16376
3924	359.53915
3925	327.0644
3926	332.42554
3927	299.9631
3928	280.29517
3929	241.18562
3930	327.87354
3931	299.17227
3932	149.25722
3933	301.8264
3934	338.42303
3935	250.78824
3936	211.09758
3937	304.85602
3938	176.52649
3939	340.23944
3940	287.35474
3941	311.39264
3942	362.59198
3943	318.50067
3944	258.4744
3945	270.6485
3946	298.29407
3947	277.08002
3948	180.25743
3949	176.24165
3950	324.08438
3951	255.83475
3952	351.1507
3953	317.2399
3954	271.25006
3955	258.50836
3956	256.3874
3957	204.81499
3958	184.19476
3959	274.2211
3960	243.99887
3961	185.89084
3962	268.76004
3963	308.17328
3964	295.695
3965	267.85934
3966	256.58905
3967	272.5781
3968	245.29471
3969	307.81067
3970	271.8918
3971	313.68768
3972	323.37418
3973	348.83435
3974	286.52008
3975	160.85677
3976	233.31328
3977	217.35674
3978	250.61101
3979	319.16754
3980	236.03928
3981	277.3437
3982	327.9043
3983	306.2874
3984	234.73703
3985	310.8978
3986	259.2885
3987	276.3303
3988	250.15408
3989	288.88898
3990	309.17862
3991	245.66348
3992	196.32086
3993	302.13892
3994	206.20198
3995	331.35077
3996	253.74673
3997	327.0832
3998	261.44043
3999	250.37166
4000	288.75104
4001	307.6822
4002	273.06848
4003	270.18686
4004	241.3746
4005	272.57184
4006	300.4244
4007	292.25024
4008	285.296
4009	271.7147
4010	114.397964
4011	323.02502
4012	240.6276
4013	224.4672
4014	296.32944
4015	275.91733
4016	320.91327
4017	276.44827
4018	308.6294
4019	268.20007
4020	330.69382
4021	172.72844
4022	340.70975
4023	326.40778
4024	316.4251
4025	316.59906
4026	179.4651
4027	294.21475
4028	342.7376
4029	339.6851
4030	232.86043
4031	265.19672
4032	203.5378
4033	311.17548
4034	117.460205
4035	294.84363
4036	344.8911
4037	205.66878
4038	257.4074
4039	262.44525
4040	259.28766
4041	292.97705
4042	177.51106
4043	248.8372
4044	345.46027
4045	132.93657
4046	297.18082
4047	259.6313
4048	290.08148
4049	296.9825
4050	268.69855
4051	209.17899
4052	302.78818
4053	277.65958
4054	218.3383
4055	299.7704
4056	305.44907
4057	180.28157
4058	194.49228
4059	148.36385
4060	200.99344
4061	263.98605
4062	270.95847
4063	311.26797
4064	144.6121
4065	236.13199
4066	267.64102
4067	268.55078
4068	321.11923
4069	232.6442
4070	309.32767
4071	264.03506
4072	342.9566
4073	211.88757
4074	327.64703
4075	195.35815
4076	282.41608
4077	298.46912
4078	213.32944
4079	250.88777
4080	188.17146
4081	272.00424
4082	225.0232
4083	94.20693
4084	282.01422
4085	302.71652
4086	166.64377
4087	297.68262
4088	204.33948
4089	262.45297
4090	294.28973
4091	331.24835
4092	265.9522
4093	284.2547
4094	283.83395
4095	311.83856
4096	302.58542
4097	261.3063
4098	295.84512
4099	315.41153
4100	267.10907
4101	350.58255
4102	252.35454
4103	257.93668
4104	201.07857
4105	177.59518
4106	298.99365
4107	262.37637
4108	249.54282
4109	344.89005
4110	334.95898
4111	165.28903
4112	293.71283
4113	307.62265
4114	330.0762
4115	219.90169
4116	294.42593
4117	290.69
4118	339.65042
4119	227.12756
4120	286.89462
4121	296.4601
4122	334.57632
4123	323.95428
4124	282.69427
4125	294.92957
4126	237.29736
4127	226.75989
4128	274.16315
4129	288.16098
4130	198.4874
4131	345.15265
4132	261.27505
4133	227.73174
4134	284.97458
4135	274.07697
4136	285.2906
4137	187.38814
4138	307.0901
4139	354.4344
4140	244.48343
4141	311.9549
4142	238.65689
4143	348.54327
4144	337.75864
4145	236.26701
4146	323.49463
4147	94.923805
4148	224.77078
4149	346.28262
4150	258.01483
4151	334.2104
4152	293.7107
4153	227.8512
4154	288.78482
4155	301.66385
4156	229.66223
4157	342.652
4158	281.2486
4159	257.4754
4160	328.2939
4161	326.43182
4162	295.57965
4163	277.4983
4164	324.4513
4165	214.975
4166	338.50305
4167	270.25616
4168	234.32608
4169	294.29095
4170	284.70477
4171	285.9371
4172	263.7182
4173	298.67346
4174	305.73083
4175	321.2812
4176	336.66107
4177	321.60217
4178	193.16226
4179	298.08774
4180	209.52759
4181	295.1393
4182	157.00677
4183	275.36993
4184	249.96378
4185	302.9266
4186	261.02866
4187	242.88472
4188	308.1651
4189	287.1091
4190	263.18478
4191	210.34375
4192	272.23468
4193	317.62704
4194	280.32867
4195	214.19063
4196	274.39713
4197	237.77339
4198	300.33405
4199	303.75717
4200	268.34198
4201	286.03326
4202	287.4675
4203	349.58392
4204	268.14743
4205	259.58463
4206	321.7809
4207	306.16522
4208	101.22199
4209	276.3595
4210	278.01923
4211	140.26926
4212	313.27322
4213	211.31064
4214	205.70122
4215	201.03809
4216	321.8603
4217	291.48685
4218	300.99994
4219	336.1307
4220	281.29254
4221	278.4925
4222	277.01852
4223	296.2054
4224	274.26718
4225	256.01968
4226	275.45786
4227	312.2428
4228	304.951
4229	336.19873
4230	321.4889
4231	271.32742
4232	254.42957
4233	257.23
4234	263.93903
4235	263.4873
4236	285.0038
4237	186.65752
4238	286.36975
4239	317.13312
4240	245.6717
4241	290.19028
4242	206.33853
4243	279.05246
4244	284.77606
4245	319.38434
4246	308.51608
4247	280.98798
4248	238.98904
4249	246.67326
4250	297.23016
4251	276.00125
4252	205.79001
4253	254.36836
4254	317.07108
4255	282.6181
4256	228.98315
4257	278.8095
4258	282.64294
4259	264.65778
4260	221.37344
4261	214.54561
4262	253.2729
4263	296.63702
4264	333.14734
4265	330.37582
4266	275.66788
4267	289.3334
4268	256.39325
4269	292.4726
4270	321.24655
4271	228.90674
4272	184.6764
4273	336.93027
4274	257.75412
4275	278.0011
4276	207.56406
4277	255.4508
4278	224.91943
4279	268.4714
4280	219.7304
4281	285.17523
4282	286.37024
4283	336.17133
4284	284.96805
4285	172.67586
4286	240.14482
4287	342.02078
4288	225.6907
4289	315.33304
4290	307.9
4291	275.29068
4292	295.38153
4293	253.88684
4294	336.7983
4295	181.3086
4296	342.7925
4297	304.46094
4298	289.76163
4299	273.13507
4300	332.94022
4301	307.16263
4302	245.4993
4303	235.61104
4304	337.8662
4305	265.49286
4306	251.22513
4307	293.39145
4308	286.7537
4309	296.14273
4310	307.6281
4311	161.24391
4312	203.53134
4313	310.86148
4314	211.52727
4315	121.05924
4316	246.17117
4317	255.07922
4318	285.74948
4319	270.8105
4320	238.61526
4321	221.1517
4322	302.2407
4323	223.89238
4324	322.51044
4325	158.8106
4326	247.19865
4327	251.24968
4328	320.7899
4329	265.48886
4330	304.36786
4331	342.8496
4332	283.49213
4333	285.94647
4334	134.32126
4335	319.65265
4336	318.7004
4337	264.71762
4338	254.1427
4339	335.32748
4340	282.84015
4341	343.67096
4342	270.17648
4343	278.59006
4344	284.42395
4345	285.97733
4346	234.44974
4347	313.87442
4348	240.6915
4349	106.74587
4350	309.93304
4351	339.93427
4352	351.9917
4353	278.58383
4354	327.29254
4355	295.59772
4356	287.00555
4357	320.74725
4358	295.9169
4359	339.5385
4360	296.00934
4361	235.96558
4362	262.30774
4363	221.46219
4364	299.77182
4365	238.67212
4366	211.14417
4367	261.05942
4368	278.63852
4369	79.25507
4370	334.39804
4371	209.91728
4372	206.95163
4373	331.99432
4374	289.6678
4375	235.49382
4376	294.9395
4377	311.3277
4378	346.61337
4379	275.74298
4380	241.92412
4381	245.4801
4382	293.67227
4383	284.80722
4384	267.67932
4385	223.68909
4386	272.9811
4387	248.19327
4388	346.26422
4389	309.62976
4390	37.492764
4391	290.17578
4392	226.53943
4393	261.36102
4394	206.19263
4395	248.54073
4396	268.88196
4397	286.51178
4398	266.683
4399	214.132
4400	208.62668
4401	317.46033
4402	269.06232
4403	170.43115
4404	263.98672
4405	252.4385
4406	145.51213
4407	252.67305
4408	289.9241
4409	277.6009
4410	126.65607
4411	221.5585
4412	260.20624
4413	301.4867
4414	259.78625
4415	187.60263
4416	180.56111
4417	252.85876
4418	305.74918
4419	298.0979
4420	199.48419
4421	305.52072
4422	262.8383
4423	268.38223
4424	172.78331
4425	346.9236
4426	302.9365
4427	275.1742
4428	175.37537
4429	257.7663
4430	256.94302
4431	327.8973
4432	331.92105
4433	319.5818
4434	131.16983
4435	255.656
4436	283.48187
4437	107.33101
4438	182.89911
4439	307.6129
4440	169.9684
4441	303.74457
4442	307.8307
4443	289.26782
4444	346.46423
4445	294.4586
4446	296.5459
4447	188.89122
4448	270.5701
4449	300.98868
4450	258.442
4451	326.1518
4452	335.01202
4453	285.54694
4454	289.80417
4455	265.74466
4456	297.6654
4457	256.54736
4458	258.3245
4459	326.04892
4460	227.00725
4461	310.6548
4462	334.0565
4463	325.85803
4464	262.59235
4465	225.59875
4466	260.12195
4467	268.09958
4468	316.5824
4469	303.0771
4470	187.72337
4471	296.69873
4472	254.33035
4473	297.1789
4474	285.14444
4475	255.95464
4476	140.549
4477	308.99835
4478	272.65356
4479	287.9184
4480	291.1182
4481	255.03735
4482	234.42416
4483	272.01038
4484	288.5817
4485	317.87924
4486	287.67877
4487	284.36737
4488	269.68765
4489	336.9719
4490	336.79297
4491	294.3974
4492	233.21387
4493	187.96793
4494	309.21243
4495	264.42694
4496	292.19537
4497	309.3975
4498	328.5666
4499	124.95787
4500	221.4703
4501	250.98926
4502	219.3929
4503	285.06912
4504	352.7563
4505	149.96906
4506	319.1761
4507	231.20206
4508	255.40132
4509	296.08716
4510	339.83728
4511	312.675
4512	314.2005
4513	289.44888
4514	283.37668
4515	286.91095
4516	251.61494
4517	278.43433
4518	268.30505
4519	296.70987
4520	232.5489
4521	277.65326
4522	301.95013
4523	258.38293
4524	335.50296
4525	332.21304
4526	267.94614
4527	213.71904
4528	293.45615
4529	330.14752
4530	289.17023
4531	325.73175
4532	295.9768
4533	231.82541
4534	296.95807
4535	308.60965
4536	234.80232
4537	257.6609
4538	324.74075
4539	341.51184
4540	266.2962
4541	266.91953
4542	292.85867
4543	254.07263
4544	271.48196
4545	282.4289
4546	333.2827
4547	297.9853
4548	324.82785
4549	263.00323
4550	282.63858
4551	229.00471
4552	289.7526
4553	297.53955
4554	342.16208
4555	292.41287
4556	272.5574
4557	303.55902
4558	220.83623
4559	327.06235
4560	342.68784
4561	347.99164
4562	275.16907
4563	289.117
4564	280.39703
4565	286.36597
4566	286.6595
4567	271.0855
4568	269.52252
4569	302.54425
4570	296.78717
4571	306.68192
4572	268.54544
4573	277.8721
4574	284.2229
4575	264.04004
4576	337.8255
4577	345.61844
4578	200.52473
4579	274.56137
4580	310.83893
4581	280.28925
4582	304.23715
4583	247.06094
4584	306.25458
4585	327.63754
4586	336.05795
4587	300.26166
4588	348.2268
4589	204.73128
4590	335.66278
4591	204.69005
4592	130.9559
4593	226.49991
4594	276.0024
4595	325.5421
4596	341.4791
4597	119.0009
4598	283.99765
4599	260.91788
4600	282.0583
4601	246.64714
4602	282.9892
4603	182.88647
4604	232.32846
4605	297.57855
4606	331.23627
4607	307.63202
4608	326.69583
4609	276.0918
4610	258.03522
4611	200.99442
4612	315.44522
4613	331.36752
4614	303.8138
4615	216.31302
4616	208.73633
4617	217.31648
4618	259.0374
4619	121.36631
4620	247.01065
4621	274.58365
4622	280.28113
4623	284.75974
4624	43.35685
4625	244.37247
4626	237.2288
4627	320.37286
4628	272.42755
4629	204.47676
4630	322.4942
4631	268.9296
4632	271.55923
4633	228.65681
4634	32.033424
4635	299.6878
4636	115.35579
4637	353.5905
4638	256.14777
4639	142.94537
4640	268.6999
4641	269.48083
4642	338.87955
4643	230.22432
4644	264.4261
4645	315.57635
4646	330.60956
4647	269.62854
4648	342.08865
4649	293.85104
4650	256.26996
4651	307.06693
4652	249.50879
4653	304.84454
4654	333.52866
4655	295.0211
4656	260.72955
4657	286.34692
4658	291.99298
4659	244.36023
4660	278.37595
4661	308.612
4662	180.55653
4663	307.06094
4664	266.7791
4665	279.68536
4666	294.5383
4667	277.51532
4668	255.49736
4669	293.3762
4670	294.30356
4671	277.38083
4672	300.6236
4673	268.84586
4674	256.63535
4675	290.68652
4676	51.631897
4677	264.80264
4678	294.98007
4679	299.8199
4680	202.11343
4681	341.22607
4682	332.9794
4683	332.4894
4684	240.15005
4685	253.57979
4686	312.86765
4687	258.70184
4688	274.56885
4689	331.89722
4690	276.5589
4691	309.12323
4692	295.69843
4693	311.07123
4694	350.40268
4695	275.29135
4696	230.01567
4697	252.05302
4698	300.6314
4699	281.85074
4700	303.3233
4701	215.8212
4702	287.1953
4703	305.74643
4704	241.78345
4705	276.05322
4706	351.57806
4707	294.45755
4708	290.44092
4709	234.0889
4710	313.1441
4711	253.32784
4712	258.0478
4713	274.85623
4714	342.76892
4715	306.43207
4716	248.42549
4717	225.00333
4718	298.96744
4719	247.52754
4720	267.4441
4721	300.50385
4722	295.13455
4723	147.29535
4724	285.5088
4725	238.12915
4726	294.00748
4727	247.0429
4728	279.00458
4729	246.93839
4730	262.17343
4731	290.879
4732	185.27512
4733	181.05693
4734	340.78223
4735	261.73572
4736	326.62216
4737	254.60762
4738	336.83978
4739	184.01836
4740	258.67422
4741	269.07855
4742	216.55215
4743	232.14908
4744	286.0565
4745	283.3755
4746	325.32263
4747	245.11299
4748	341.3021
4749	319.0544
4750	188.01103
4751	335.8816
4752	291.872
4753	224.81201
4754	299.3534
4755	241.08325
4756	256.83157
4757	327.43793
4758	293.6126
4759	269.60077
4760	260.2945
4761	216.5583
4762	300.87695
4763	303.7748
4764	267.74698
4765	276.56342
4766	307.83783
4767	274.4414
4768	284.1231
4769	234.46143
4770	287.8177
4771	241.72307
4772	306.7338
4773	330.22318
4774	208.35202
4775	279.16028
4776	221.88559
4777	272.4953
4778	340.54044
4779	312.99197
4780	262.38892
4781	251.20923
4782	202.27298
4783	257.99826
4784	264.96475
4785	252.45349
4786	242.00374
4787	258.33057
4788	249.0476
4789	238.51443
4790	246.25473
4791	229.1073
4792	278.70038
4793	155.83836
4794	253.5413
4795	282.3322
4796	189.7753
4797	309.29303
4798	302.13312
4799	209.2297
4800	255.43478
4801	286.22598
4802	264.1749
4803	267.2095
4804	314.6048
4805	242.3592
4806	297.8504
4807	337.5061
4808	352.46124
4809	249.98352
4810	320.79016
4811	297.01984
4812	331.86688
4813	261.27487
4814	247.14297
4815	252.34944
4816	238.24634
4817	307.5412
4818	312.3833
4819	341.979
4820	291.76227
4821	281.30975
4822	298.71432
4823	264.39966
4824	303.27728
4825	249.48291
4826	298.29004
4827	275.68695
4828	298.56213
4829	287.04138
4830	299.73212
4831	286.9554
4832	287.59955
4833	323.48666
4834	227.64624
4835	270.7774
4836	307.86737
4837	162.64108
4838	217.5671
4839	284.26663
4840	265.5414
4841	259.77353
4842	321.33655
4843	355.1895
4844	260.02744
4845	322.64136
4846	148.85356
4847	268.90674
4848	236.16757
4849	258.61758
4850	331.16885
4851	288.38907
4852	333.95615
4853	350.70624
4854	264.0501
4855	351.98993
4856	272.88834
4857	222.95291
4858	298.9432
4859	274.72977
4860	123.86986
4861	302.25894
4862	323.65515
4863	320.17838
4864	343.70273
4865	287.79892
4866	247.16956
4867	255.27356
4868	311.11765
4869	259.56915
4870	254.87944
4871	223.30347
4872	333.57812
4873	336.0102
4874	234.28873
4875	284.1419
4876	272.2375
4877	197.22246
4878	265.23007
4879	161.92941
4880	262.15955
4881	162.74945
4882	352.89557
4883	286.61917
4884	274.53046
4885	236.05508
4886	317.39243
4887	295.72104
4888	239.16104
4889	256.8794
4890	295.2725
4891	222.717
4892	284.5313
4893	303.53143
4894	328.76898
4895	269.28235
4896	340.05875
4897	194.86952
4898	234.59026
4899	290.05054
4900	260.1624
4901	230.87288
4902	263.06143
4903	267.35406
4904	263.8975
4905	276.5213
4906	293.40485
4907	254.01741
4908	286.67136
4909	219.33072
4910	294.7605
4911	250.81047
4912	348.0457
4913	267.61417
4914	291.3417
4915	239.49944
4916	220.93335
4917	332.5824
4918	199.30495
4919	286.2367
4920	302.11536
4921	291.79514
4922	241.52112
4923	291.4018
4924	182.97903
4925	124.72514
4926	260.761
4927	331.48874
4928	310.35373
4929	257.86075
4930	273.9616
4931	156.9641
4932	247.4686
4933	308.09048
4934	330.5349
4935	309.3831
4936	286.76538
4937	195.57188
4938	336.26562
4939	297.84286
4940	204.59293
4941	284.09827
4942	332.72256
4943	249.52254
4944	209.94905
4945	293.25763
4946	292.34702
4947	277.29034
4948	349.97632
4949	249.47293
4950	236.93335
4951	311.1095
4952	252.92285
4953	335.4206
4954	187.1415
4955	241.8099
4956	315.54868
4957	271.0137
4958	280.1343
4959	324.3913
4960	123.56557
4961	289.4664
4962	241.05191
4963	279.0335
4964	260.44336
4965	293.2303
4966	196.69789
4967	303.8007
4968	223.64934
4969	294.3139
4970	292.34982
4971	290.98752
4972	268.3548
4973	222.33296
4974	228.31235
4975	272.4387
4976	262.4329
4977	216.3345
4978	279.46964
4979	308.65228
4980	234.52058
4981	245.92964
4982	278.0137
4983	312.1629
4984	218.56284
4985	252.95284
4986	177.56952
4987	344.73218
4988	317.4868
4989	208.55254
4990	225.23259
4991	250.08252
4992	284.31943
4993	347.21198
4994	295.36893
4995	300.50912
4996	209.6408
4997	286.03278
4998	218.99136
4999	317.2429
5000	297.4607
5001	348.7841
5002	334.44775
5003	286.22025
5004	263.3083
5005	203.7712
5006	318.66406
5007	329.10626
5008	309.93152
5009	277.06122
5010	292.0501
5011	310.0728
5012	323.62247
5013	201.57213
5014	278.60565
5015	268.1468
5016	265.78558
5017	317.74252
5018	260.39
5019	208.51907
5020	293.03973
5021	215.80022
5022	326.92072
5023	325.2812
5024	306.59418
5025	289.16013
5026	308.16217
5027	260.02344
5028	246.59143
5029	283.09442
5030	278.33722
5031	297.02615
5032	308.12372
5033	201.75749
5034	304.38126
5035	298.62314
5036	255.6595
5037	296.23044
5038	293.127
5039	222.80925
5040	231.61942
5041	299.2178
5042	261.5719
5043	236.53354
5044	120.475914
5045	268.81616
5046	214.41084
5047	275.65878
5048	190.4415
5049	287.66364
5050	302.7141
5051	319.9871
5052	285.0353
5053	317.6237
5054	240.44983
5055	295.09592
5056	286.28467
5057	223.45279
5058	192.81859
5059	302.4229
5060	252.7961
5061	321.5384
5062	259.21365
5063	307.95062
5064	281.40463
5065	295.65866
5066	297.2204
5067	251.04172
5068	312.34027
5069	293.22873
5070	195.87498
5071	259.7349
5072	96.97029
5073	237.41513
5074	306.9944
5075	153.01491
5076	260.4301
5077	290.8604
5078	243.89627
5079	199.96194
5080	325.10944
5081	284.24164
5082	254.1062
5083	257.43082
5084	296.97736
5085	219.0229
5086	295.31937
5087	332.45728
5088	296.99673
5089	195.12976
5090	285.927
5091	330.80356
5092	280.60947
5093	286.34192
5094	307.26123
5095	253.9346
5096	310.052
5097	-49.72653
5098	262.62872
5099	252.00562
5100	267.74985
5101	308.93384
5102	338.76886
5103	287.87567
5104	320.19168
5105	298.34528
5106	293.85062
5107	282.33307
5108	298.38266
5109	61.239277
5110	285.97778
5111	194.51413
5112	264.27002
5113	246.1582
5114	299.35324
5115	149.17827
5116	263.84393
5117	267.5257
5118	295.44727
5119	267.86188
5120	287.21527
5121	271.3766
5122	319.54498
5123	317.36423
5124	319.2599
5125	296.59964
5126	279.57544
5127	335.10358
5128	135.31625
5129	289.64996
5130	263.53036
5131	234.69565
5132	151.02267
5133	208.98071
5134	261.94272
5135	325.00992
5136	217.91367
5137	278.93094
5138	269.2733
5139	299.79645
5140	316.45093
5141	263.23212
5142	316.98193
5143	215.15068
5144	234.41292
5145	237.2471
5146	317.3287
5147	280.43317
5148	279.87
5149	169.79143
5150	303.345
5151	224.30473
5152	291.5838
5153	297.91522
5154	254.62045
5155	270.006
5156	288.22058
5157	324.48834
5158	268.43942
5159	294.64386
5160	298.55206
5161	269.79044
5162	273.31732
5163	265.0168
5164	211.67374
5165	329.96063
5166	255.04082
5167	307.02887
5168	275.61945
5169	276.73813
5170	245.77971
5171	223.47444
5172	299.7292
5173	309.46246
5174	255.03609
5175	279.7717
5176	324.1626
5177	244.3892
5178	281.4577
5179	295.6844
5180	184.28732
5181	307.3697
5182	309.49756
5183	234.40862
5184	272.23062
5185	292.76752
5186	288.3315
5187	282.79602
5188	271.54028
5189	249.98938
5190	302.80728
5191	322.0971
5192	320.25955
5193	316.83563
5194	281.80298
5195	314.8866
5196	273.97333
5197	291.66162
5198	245.60022
5199	272.0908
5200	286.85565
5201	196.26854
5202	322.1675
5203	313.20334
5204	302.93433
5205	284.91858
5206	261.04385
5207	261.7169
5208	304.39273
5209	250.15344
5210	335.8195
5211	138.09505
5212	262.50726
5213	235.40579
5214	241.67058
5215	296.57697
5216	285.83038
5217	264.15253
5218	314.34384
5219	229.33101
5220	295.10895
5221	255.23946
5222	268.78134
5223	274.81717
5224	185.23245
5225	296.96915
5226	299.37595
5227	302.11176
5228	320.71545
5229	286.41205
5230	296.16705
5231	298.31564
5232	291.4729
5233	193.87686
5234	304.6808
5235	277.78986
5236	296.72086
5237	299.4811
5238	306.2103
5239	291.11243
5240	313.1394
5241	290.4809
5242	309.43243
5243	314.0289
5244	260.70746
5245	302.75067
5246	287.66623
5247	329.3078
5248	313.27747
5249	197.0271
5250	294.84235
5251	308.4802
5252	251.73943
5253	295.88712
5254	283.19986
5255	304.41547
5256	287.22287
5257	300.85254
5258	305.37305
5259	231.99954
5260	140.13559
5261	312.7929
5262	152.92683
5263	247.74881
5264	206.0416
5265	217.41313
5266	111.65092
5267	270.99957
5268	271.10403
5269	295.78885
5270	245.74588
5271	302.32635
5272	260.6328
5273	295.01166
5274	298.95377
5275	100.18694
5276	318.14893
5277	202.01933
5278	265.17426
5279	300.24896
5280	290.88614
5281	236.06897
5282	301.67838
5283	314.10034
5284	198.93033
5285	300.09537
5286	223.55948
5287	281.16592
5288	224.37053
5289	276.9297
5290	263.95053
5291	314.3692
5292	321.39377
5293	182.0777
5294	241.69194
5295	230.64053
5296	282.2063
5297	332.54288
5298	319.02545
5299	274.42053
5300	256.6084
5301	278.51654
5302	314.0279
5303	314.80103
5304	272.7556
5305	323.89322
5306	333.9912
5307	237.34839
5308	186.38359
5309	73.90165
5310	294.7871
5311	281.55096
5312	320.9982
5313	263.34515
5314	292.88806
5315	157.34966
5316	328.46786
5317	291.04364
5318	-45.6854
5319	303.6926
5320	241.89546
5321	182.33435
5322	264.37106
5323	275.09427
5324	319.66287
5325	255.55966
5326	284.55267
5327	207.89189
5328	310.33493
5329	76.54793
5330	267.03815
5331	304.80795
5332	277.34683
5333	298.95773
5334	301.45746
5335	298.66565
5336	302.21225
5337	327.46002
5338	269.84085
5339	207.47563
5340	262.22766
5341	233.35208
5342	328.2965
5343	264.1572
5344	284.62262
5345	240.78593
5346	343.64447
5347	299.74228
5348	297.78668
5349	296.47656
5350	279.39304
5351	344.5443
5352	281.7642
5353	287.5556
5354	349.0766
5355	267.52777
5356	317.0741
5357	278.9689
5358	299.61673
5359	243.54135
5360	318.50714
5361	306.62778
5362	258.7708
5363	283.89853
5364	223.82217
5365	246.93994
5366	327.0201
5367	241.471
5368	279.85995
5369	294.11395
5370	258.08316
5371	301.93182
5372	298.15347
5373	253.32417
5374	276.762
5375	245.51706
5376	244.6265
5377	304.11658
5378	313.14218
5379	264.19644
