	log_likelihood
1873	355.4574
1874	289.50003
1875	362.61188
1876	313.2868
1877	344.03043
1878	351.3274
1879	350.10077
1880	99.733894
1881	334.27768
1882	344.72064
1883	363.38702
1884	324.06406
1885	381.27597
1886	335.20746
1887	333.39087
1888	317.37274
1889	308.0398
1890	314.6985
1891	361.08865
1892	371.39383
1893	356.90942
1894	338.11642
1895	237.1274
1896	342.0701
1897	347.35416
1898	357.03488
1899	349.4628
1900	344.29932
1901	202.46748
1902	345.40192
1903	362.70486
1904	118.66532
1905	354.84515
1906	62.329388
1907	380.1294
1908	179.47067
1909	347.64264
1910	323.3537
1911	344.31046
1912	364.117
1913	328.46307
1914	331.0599
1915	394.52106
1916	334.59384
1917	346.472
1918	378.6386
1919	352.4955
1920	316.36737
1921	369.15527
1922	369.43222
1923	332.11407
1924	338.8489
1925	385.7523
1926	333.9489
1927	335.4572
1928	192.75989
1929	196.8422
1930	333.72653
1931	317.8079
1932	179.8659
1933	340.96323
1934	378.43707
1935	332.53424
1936	345.38507
1937	344.11493
1938	376.44644
1939	370.0319
1940	321.58835
1941	365.11475
1942	390.18097
1943	350.68768
1944	348.70883
1945	249.87512
1946	359.08624
1947	350.0827
1948	351.25467
1949	111.40847
1950	325.32156
1951	368.55084
1952	307.44086
1953	401.07373
1954	353.02655
1955	366.78214
1956	329.25204
1957	353.46918
1958	283.35718
1959	6.0508986
1960	316.41245
1961	352.25897
1962	362.2335
1963	348.26672
1964	316.01868
1965	356.31192
1966	346.52972
1967	390.12796
1968	375.5761
1969	206.819
1970	249.37056
1971	280.94156
1972	160.00285
1973	158.5068
1974	343.62863
1975	120.38971
1976	99.67545
1977	326.07178
1978	311.8884
1979	359.20343
1980	321.82477
1981	368.80963
1982	379.67047
1983	325.71622
1984	349.33182
1985	300.77444
1986	373.24152
1987	379.025
1988	318.30704
1989	339.90637
1990	367.68066
1991	397.94708
1992	336.40414
1993	372.91006
1994	372.2978
1995	342.0976
1996	313.9155
1997	324.18814
1998	334.1391
1999	283.1275
2000	259.39227
2001	320.79697
2002	197.10695
2003	334.29987
2004	324.92096
2005	335.02466
2006	301.06708
2007	317.06235
2008	292.63748
2009	257.48093
2010	167.18802
2011	317.1386
2012	217.33862
2013	257.26752
2014	283.28046
2015	360.61728
2016	182.60974
2017	276.89395
2018	320.97485
2019	276.7706
2020	327.38214
2021	275.90332
2022	312.60574
2023	321.74442
2024	307.87167
2025	310.46722
2026	304.00275
2027	313.74704
2028	297.73346
2029	312.2194
2030	202.92151
2031	315.06808
2032	343.2882
2033	282.33356
2034	247.04337
2035	205.618
2036	343.97708
2037	297.05
2038	190.6044
2039	226.31143
2040	241.99094
2041	319.4259
2042	260.59662
2043	326.11404
2044	306.5234
2045	154.26889
2046	349.29218
2047	305.82428
2048	307.25858
2049	298.4205
2050	287.2672
2051	253.22647
2052	260.57684
2053	295.52176
2054	270.24414
2055	318.28522
2056	209.46538
2057	260.32275
2058	325.69733
2059	331.67386
2060	324.4194
2061	250.57817
2062	300.2653
2063	341.86807
2064	340.18036
2065	296.93314
2066	295.40314
2067	319.06924
2068	291.39545
2069	339.08755
2070	329.34283
2071	312.59982
2072	314.5284
2073	312.0263
2074	310.60977
2075	309.70474
2076	182.55591
2077	303.22372
2078	339.9212
2079	324.89304
2080	226.9399
2081	315.21536
2082	317.61157
2083	313.6835
2084	270.81573
2085	225.51205
2086	291.73904
2087	233.25407
2088	298.61212
2089	332.76187
2090	245.04892
2091	296.292
2092	189.39183
2093	287.89178
2094	327.2267
2095	202.51155
2096	301.2554
2097	324.00778
2098	329.4205
2099	318.25513
2100	329.5683
2101	304.06592
2102	295.15796
2103	196.54068
2104	232.58945
2105	252.44077
2106	163.39178
2107	235.87283
2108	252.79192
2109	295.7371
2110	236.90154
2111	325.2338
2112	332.91907
2113	338.34747
2114	233.13406
2115	257.66415
2116	300.39716
2117	200.61711
2118	304.36392
2119	311.79828
2120	214.39331
2121	272.24567
2122	303.039
2123	328.85587
2124	264.89062
2125	307.3863
2126	279.88162
2127	253.0469
2128	241.02254
2129	256.02094
2130	235.69746
2131	266.21832
2132	304.0771
2133	293.8665
2134	342.05652
2135	242.37625
2136	321.22052
2137	309.4223
2138	301.7397
2139	319.59528
2140	276.91452
2141	345.91263
2142	297.34238
2143	305.6734
2144	324.22818
2145	239.78323
2146	346.39203
2147	296.28467
2148	323.3891
2149	273.9344
2150	296.5211
2151	314.5594
2152	313.0402
2153	331.3804
2154	312.3714
2155	184.4303
2156	207.76285
2157	326.8202
2158	307.54056
2159	347.81122
2160	334.09604
2161	146.16006
2162	304.84644
2163	314.9523
2164	280.95627
2165	351.43927
2166	260.40414
2167	186.52196
2168	314.39328
2169	274.44467
2170	235.34216
2171	315.73492
2172	314.02032
2173	342.80862
2174	208.12918
2175	251.90157
2176	185.18
2177	254.11362
2178	271.57886
2179	276.30804
2180	355.3217
2181	196.43636
2182	303.59433
2183	355.09686
2184	183.19138
2185	321.00327
2186	296.9983
2187	291.34512
2188	302.46893
2189	296.99933
2190	260.51727
2191	276.15445
2192	301.0462
2193	220.10661
2194	279.20407
2195	316.11935
2196	262.2446
2197	328.62604
2198	329.09647
2199	297.628
2200	290.43387
2201	314.82733
2202	251.33072
2203	318.30743
2204	226.62276
2205	300.69498
2206	279.6475
2207	176.05984
2208	258.1713
2209	312.39816
2210	310.6247
2211	323.8104
2212	324.16827
2213	220.07903
2214	293.79218
2215	279.5562
2216	328.46173
2217	257.26556
2218	304.52164
2219	259.14252
2220	276.03076
2221	289.26968
2222	318.4362
2223	275.78027
2224	292.6867
2225	294.88617
2226	262.98218
2227	228.11234
2228	307.479
2229	296.56927
2230	253.56772
2231	275.57837
2232	242.5385
2233	288.32098
2234	302.285
2235	337.27905
2236	281.74515
2237	340.30942
2238	279.9118
2239	328.8963
2240	223.49622
2241	304.70508
2242	270.6591
2243	308.8255
2244	212.07034
2245	329.36237
2246	243.15439
2247	308.34256
2248	319.53104
2249	185.8212
2250	185.32214
2251	196.19632
2252	340.07822
2253	280.16647
2254	306.06686
2255	231.94327
2256	342.2318
2257	317.03864
2258	183.74652
2259	219.25151
2260	264.33014
2261	334.86252
2262	240.96611
2263	317.30286
2264	347.18976
2265	212.19157
2266	303.71667
2267	338.19052
2268	335.37894
2269	269.46356
2270	306.83368
2271	301.21344
2272	331.43024
2273	330.36642
2274	297.68976
2275	287.94037
2276	276.32886
2277	283.9764
2278	190.18356
2279	251.94662
2280	254.99805
2281	332.89374
2282	280.094
2283	325.2845
2284	222.42693
2285	289.82617
2286	292.03326
2287	304.7878
2288	310.5085
2289	248.18938
2290	320.0263
2291	323.19507
2292	321.3989
2293	293.77917
2294	338.99393
2295	314.82135
2296	137.57016
2297	336.28015
2298	340.80267
2299	244.46207
2300	189.57349
2301	253.33047
2302	277.23145
2303	317.606
2304	299.12677
2305	278.7187
2306	298.8599
2307	309.99423
2308	337.82855
2309	290.3785
2310	160.44862
2311	264.27582
2312	268.86905
2313	281.09415
2314	314.3623
2315	303.27124
2316	290.51782
2317	291.57916
2318	302.03275
2319	331.93253
2320	215.11386
2321	307.07465
2322	246.59341
2323	349.94815
2324	327.86255
2325	324.35245
2326	288.82083
2327	329.51358
2328	326.22574
2329	255.81718
2330	121.5989
2331	270.61444
2332	258.80307
2333	347.47137
2334	272.0792
2335	288.44745
2336	282.4242
2337	309.70456
2338	271.00507
2339	315.4505
2340	253.39937
2341	214.02475
2342	338.41006
2343	328.1508
2344	226.10828
2345	304.31647
2346	295.82367
2347	216.71733
2348	236.86374
2349	245.99072
2350	266.6375
2351	310.9025
2352	310.62775
2353	312.12665
2354	251.56104
2355	297.72287
2356	299.67453
2357	242.65482
2358	318.7724
2359	294.50555
2360	305.2934
2361	204.79012
2362	269.56012
2363	183.73427
2364	233.18286
2365	299.53662
2366	294.85098
2367	257.4676
2368	259.63434
2369	272.1862
2370	287.09152
2371	172.11092
2372	280.03802
2373	287.6797
2374	259.41473
2375	181.051
2376	344.06915
2377	313.85382
2378	283.18463
2379	302.90396
2380	253.9667
2381	314.67438
2382	350.87912
2383	214.36865
2384	302.4963
2385	233.67375
2386	308.00015
2387	335.16064
2388	317.92133
2389	183.81177
2390	241.31462
2391	318.07822
2392	314.7309
2393	241.07515
2394	235.04716
2395	333.12775
2396	329.81238
2397	314.34372
2398	186.09976
2399	306.93164
2400	303.77643
2401	312.9113
2402	318.0297
2403	330.85687
2404	298.58206
2405	262.30817
2406	316.32602
2407	273.55402
2408	329.85577
2409	304.77264
2410	278.10156
2411	336.10004
2412	190.5596
2413	195.53824
2414	283.5611
2415	271.72644
2416	250.56995
2417	261.23285
2418	288.7493
2419	297.87402
2420	235.82964
2421	319.88153
2422	271.3183
2423	250.13107
2424	339.61816
2425	301.20358
2426	198.60617
2427	344.11435
2428	296.40314
2429	277.1055
2430	247.50687
2431	185.92117
2432	322.8501
2433	197.1893
2434	318.09207
2435	276.65704
2436	267.3834
2437	131.60812
2438	316.82672
2439	302.35968
2440	321.00153
2441	324.6535
2442	341.88605
2443	312.01962
2444	322.3627
2445	327.41943
2446	262.246
2447	301.22855
2448	277.161
2449	284.81445
2450	255.51494
2451	289.1385
2452	278.36487
2453	281.29187
2454	277.99582
2455	308.18896
2456	320.9217
2457	316.3449
2458	294.06445
2459	296.55835
2460	304.98892
2461	184.46994
2462	277.37692
2463	321.5971
2464	280.01154
2465	262.74664
2466	318.30908
2467	332.92255
2468	151.25851
2469	310.36444
2470	322.58124
2471	306.20822
2472	323.86847
2473	289.0893
2474	218.58768
2475	328.57
2476	348.9337
2477	236.3212
2478	312.05356
2479	285.59644
2480	234.76147
2481	324.9032
2482	170.76506
2483	293.22577
2484	229.2675
2485	218.60385
2486	314.1698
2487	342.82413
2488	202.39377
2489	265.70505
2490	304.05176
2491	324.64594
2492	302.41727
2493	293.98615
2494	265.9817
2495	236.91638
2496	315.14755
2497	243.60535
2498	221.63199
2499	238.0792
2500	241.42224
2501	284.18375
2502	302.2609
2503	254.82886
2504	253.19418
2505	247.00012
2506	236.02974
2507	300.2414
2508	328.17432
2509	311.13602
2510	295.65845
2511	298.47147
2512	297.10333
2513	167.11113
2514	295.58124
2515	134.68695
2516	284.8396
2517	337.50552
2518	253.67432
2519	338.53885
2520	293.99258
2521	219.98605
2522	234.36813
2523	272.38388
2524	194.3501
2525	315.6313
2526	294.58585
2527	330.3355
2528	266.0649
2529	285.61044
2530	331.6679
2531	288.3138
2532	322.61066
2533	342.83252
2534	303.90952
2535	291.4903
2536	162.27682
2537	345.0229
2538	212.56477
2539	302.74316
2540	253.98051
2541	221.34048
2542	350.03613
2543	328.13696
2544	328.75955
2545	294.40332
2546	303.6656
2547	277.4318
2548	294.96906
2549	291.33417
2550	325.29648
2551	345.84064
2552	309.27463
2553	332.29803
2554	267.87158
2555	268.41235
2556	327.0167
2557	298.46652
2558	350.37552
2559	305.59177
2560	321.14365
2561	275.91992
2562	317.7085
2563	206.75601
2564	311.0938
2565	147.87708
2566	344.08688
2567	192.62773
2568	256.73096
2569	168.92035
2570	192.36555
2571	344.0465
2572	351.55792
2573	226.94402
2574	330.72745
2575	303.86093
2576	202.72993
2577	312.93402
2578	293.36737
2579	194.52861
2580	287.10703
2581	249.93018
2582	301.88055
2583	287.252
2584	298.18842
2585	313.63696
2586	316.7797
2587	268.1186
2588	350.19635
2589	269.4361
2590	136.92014
2591	346.93488
2592	331.78552
2593	304.46338
2594	332.99033
2595	305.15875
2596	273.00473
2597	218.98381
2598	311.4904
2599	276.34198
2600	308.87207
2601	349.3024
2602	337.1216
2603	317.71265
2604	262.5878
2605	211.91199
2606	333.63605
2607	328.76468
2608	242.85287
2609	297.71875
2610	204.68661
2611	247.8555
2612	314.33246
2613	316.30252
2614	261.24203
2615	317.54498
2616	154.45747
2617	329.62543
2618	255.1998
2619	306.53677
2620	302.2264
2621	201.4039
2622	285.49445
2623	216.84647
2624	328.2248
2625	337.20386
2626	331.1402
2627	291.0949
2628	318.34064
2629	321.81757
2630	242.1365
2631	310.8441
2632	308.9507
2633	302.45435
2634	319.07098
2635	310.1936
2636	313.97293
2637	283.31207
2638	294.22272
2639	321.55634
2640	164.05478
2641	257.35968
2642	286.77206
2643	338.40988
2644	275.7323
2645	191.61032
2646	321.77676
2647	236.33542
2648	298.78058
2649	226.75957
2650	186.93385
2651	215.19482
2652	297.65497
2653	293.4224
2654	318.7725
2655	356.73422
2656	151.80324
2657	335.92474
2658	264.34943
2659	338.5888
2660	291.29272
2661	303.87115
2662	321.664
2663	205.85893
2664	296.2461
2665	323.1321
2666	255.63188
2667	238.4241
2668	274.11896
2669	287.5495
2670	307.5113
2671	261.2395
2672	216.8646
2673	236.95828
2674	321.5373
2675	334.2728
2676	328.02582
2677	324.17383
2678	295.06787
2679	324.49265
2680	334.50488
2681	283.34552
2682	247.7844
2683	325.74188
2684	283.7624
2685	285.96432
2686	295.5484
2687	293.89804
2688	296.25638
2689	324.95322
2690	294.16708
2691	322.63556
2692	306.3649
2693	337.18878
2694	320.2558
2695	322.20706
2696	310.8817
2697	288.90207
2698	234.90996
2699	303.12677
2700	337.3916
2701	134.60684
2702	223.05933
2703	201.75896
2704	205.11711
2705	311.4402
2706	311.4964
2707	170.9245
2708	281.5301
2709	321.639
2710	262.26038
2711	288.7624
2712	338.48575
2713	312.33298
2714	348.1801
2715	331.88336
2716	302.02148
2717	327.49527
2718	315.97202
2719	234.96992
2720	283.48032
2721	276.10538
2722	295.24866
2723	321.82693
2724	318.32794
2725	250.17635
2726	326.32196
2727	317.937
2728	309.26566
2729	321.0707
2730	253.00249
2731	310.4973
2732	303.82462
2733	314.95892
2734	332.16132
2735	319.40338
2736	293.02744
2737	298.96323
2738	265.37427
2739	324.06174
2740	310.34674
2741	297.69086
2742	262.6929
2743	291.5108
2744	226.84302
2745	182.3906
2746	322.34424
2747	325.74838
2748	228.35942
2749	289.85934
2750	262.59344
2751	293.50687
2752	210.20828
2753	308.15887
2754	299.02692
2755	285.41827
2756	326.16263
2757	295.8974
2758	319.9782
2759	277.84027
2760	329.83224
2761	309.60278
2762	288.79913
2763	323.76257
2764	296.40787
2765	344.2403
2766	295.88736
2767	148.36617
2768	333.20624
2769	301.4682
2770	340.01492
2771	272.25247
2772	252.25716
2773	280.72836
2774	330.9798
2775	310.762
2776	128.31914
2777	292.40314
2778	260.94458
2779	216.5745
2780	311.50983
2781	359.24655
2782	152.07018
2783	282.709
2784	259.0401
2785	302.18478
2786	321.88812
2787	268.36462
2788	222.21123
2789	330.08218
2790	302.28442
2791	325.72217
2792	302.31708
2793	299.6762
2794	318.33725
2795	305.57196
2796	318.9612
2797	304.55014
2798	324.6829
2799	226.48727
2800	321.7849
2801	316.64764
2802	310.9808
2803	197.06995
2804	344.14496
2805	242.77095
2806	295.33813
2807	271.0605
2808	272.60468
2809	296.28333
2810	283.31088
2811	323.32056
2812	330.533
2813	266.39587
2814	340.76013
2815	278.72662
2816	331.8792
2817	332.3745
2818	228.50117
2819	319.1553
2820	296.15634
2821	340.94626
2822	190.74194
2823	235.648
2824	325.17133
2825	315.66846
2826	222.52405
2827	298.19867
2828	302.00186
2829	296.09674
2830	268.6006
2831	320.6154
2832	223.24194
2833	298.32556
2834	358.20636
2835	322.85056
2836	269.69733
2837	337.69904
2838	327.06815
2839	288.40448
2840	297.15045
2841	158.48615
2842	330.7286
2843	288.6267
2844	326.7149
2845	287.35858
2846	93.401245
2847	253.05505
2848	326.06204
2849	313.5558
2850	310.45917
2851	324.87628
2852	300.9188
2853	328.19574
2854	269.97925
2855	171.34946
2856	258.3169
2857	167.59123
2858	288.0385
2859	330.6209
2860	310.42023
2861	302.90875
2862	285.89658
2863	204.01347
2864	322.58163
2865	203.97612
2866	322.27786
2867	297.04364
2868	335.61453
2869	333.5539
2870	300.0104
2871	299.19302
2872	218.82219
2873	319.38547
2874	308.6039
2875	166.61647
2876	317.90387
2877	320.89505
2878	176.2075
2879	310.07788
2880	191.49306
2881	313.26212
2882	284.20306
2883	308.4046
2884	337.01288
2885	325.26416
2886	297.4148
2887	272.27646
2888	250.77837
2889	346.28116
2890	318.76376
2891	295.3178
2892	246.50215
2893	322.13834
2894	292.15097
2895	264.01624
2896	227.46965
2897	308.92972
2898	306.28452
2899	289.36417
2900	307.9218
2901	310.15445
2902	366.65634
2903	346.44446
2904	324.82974
2905	336.8847
2906	254.3899
2907	295.23813
2908	257.40793
2909	301.62106
2910	280.30353
2911	303.67786
2912	343.73862
2913	295.47476
2914	314.611
2915	283.5583
2916	159.86244
2917	327.84372
2918	294.90317
2919	284.95325
2920	274.15558
2921	272.9105
2922	297.20825
2923	321.3292
2924	322.85538
2925	288.67963
2926	313.793
2927	309.13428
2928	333.3011
2929	195.52449
2930	262.32114
2931	336.30173
2932	295.0053
2933	302.2968
2934	309.5141
2935	308.77112
2936	270.9042
2937	276.12955
2938	284.5225
2939	305.07428
2940	258.54172
2941	317.88348
2942	363.88907
2943	329.58527
2944	260.10858
2945	284.15723
2946	271.55154
2947	204.28195
2948	323.7364
2949	313.33093
2950	316.2418
2951	323.97137
2952	270.01105
2953	245.33957
2954	286.84244
2955	205.69783
2956	281.45538
2957	322.8802
2958	269.51468
2959	319.47992
2960	295.49133
2961	287.89935
2962	308.22922
2963	322.4315
2964	315.57275
2965	234.60934
2966	330.04468
2967	268.8387
2968	291.88672
2969	310.58707
2970	194.21555
2971	236.73967
2972	320.39685
2973	317.26044
2974	346.1662
2975	278.04443
2976	328.85394
2977	279.2458
2978	289.66104
2979	315.58344
2980	313.2225
2981	208.17538
2982	268.615
2983	317.50543
2984	333.36923
2985	335.84732
2986	334.26804
2987	282.21124
2988	195.26814
2989	307.1459
2990	331.24988
2991	288.4774
2992	321.22916
2993	175.82738
2994	227.35062
2995	277.06363
2996	288.53104
2997	247.41951
2998	309.5763
2999	247.54765
3000	330.03467
3001	254.70638
3002	274.99725
3003	312.72247
3004	308.50827
3005	331.3819
3006	194.04591
3007	285.62387
3008	279.7016
3009	297.9755
3010	243.64304
3011	244.99837
3012	253.79028
3013	270.74234
3014	317.43073
3015	280.777
3016	324.1098
3017	232.59099
3018	251.1022
3019	273.79547
3020	311.35605
3021	331.90274
3022	277.05157
3023	248.80208
3024	279.86218
3025	346.23306
3026	324.73807
3027	212.11728
3028	264.25485
3029	207.56487
3030	245.87234
3031	298.69962
3032	262.56876
3033	268.09793
3034	274.05392
3035	322.92523
3036	298.80276
3037	256.3437
3038	291.3289
3039	232.56645
3040	313.42755
3041	332.27448
3042	314.3723
3043	314.26486
3044	282.83243
3045	345.58563
3046	284.8242
3047	357.63745
3048	217.74133
3049	278.62308
3050	238.34224
3051	250.34402
3052	317.1265
3053	261.6785
3054	293.13983
3055	317.88162
3056	287.23352
3057	208.41183
3058	320.00732
3059	250.16159
3060	311.26288
3061	278.13217
3062	259.906
3063	287.5298
3064	324.3736
3065	205.70145
3066	245.62805
3067	347.1405
3068	308.41873
3069	351.36685
3070	342.02386
3071	117.54671
3072	273.5587
3073	331.0822
3074	343.94342
3075	313.87347
3076	241.97574
3077	205.0496
3078	337.52155
3079	226.73315
3080	346.4899
3081	306.3144
3082	252.7479
3083	310.8453
3084	254.51045
3085	339.26044
3086	278.02603
3087	262.59454
3088	336.97513
3089	309.41864
3090	322.43045
3091	282.07162
3092	282.83884
3093	284.06357
3094	281.24936
3095	288.04742
3096	275.5169
3097	293.30695
3098	203.65994
3099	345.97308
3100	252.18057
3101	248.5303
3102	328.2041
3103	271.51746
3104	340.0217
3105	305.46048
3106	296.67874
3107	246.90158
3108	199.39244
3109	236.61853
3110	338.29794
3111	321.37912
3112	215.03006
3113	241.01826
3114	187.73181
3115	354.7245
3116	317.3339
3117	300.8211
3118	264.6242
3119	256.94824
3120	159.53067
3121	334.05768
3122	264.63907
3123	324.3335
3124	295.5396
3125	266.59576
3126	309.1933
3127	286.65823
3128	289.042
3129	301.02985
3130	347.12888
3131	297.90234
3132	332.32843
3133	236.23392
3134	161.20041
3135	325.24493
3136	227.17099
3137	277.24228
3138	250.44243
3139	248.35603
3140	299.01312
3141	170.48103
3142	282.12183
3143	309.74292
3144	244.83911
3145	291.75366
3146	132.86949
3147	322.31302
3148	280.73126
3149	294.31094
3150	312.9053
3151	276.40738
3152	253.78352
3153	248.49686
3154	345.42783
3155	219.1748
3156	306.18924
3157	243.94214
3158	312.26187
3159	295.10236
3160	314.0542
3161	274.4195
3162	259.6511
3163	258.35123
3164	297.46948
3165	243.92097
3166	295.61508
3167	258.67947
3168	275.14957
3169	251.5236
3170	265.10858
3171	235.12997
3172	306.54977
3173	272.35056
3174	263.11337
3175	235.58286
3176	214.5583
3177	298.29852
3178	304.94623
3179	186.89212
3180	315.40506
3181	315.2859
3182	254.05054
3183	286.14667
3184	304.63705
3185	319.5523
3186	243.94576
3187	309.31476
3188	300.2683
3189	301.12012
3190	106.27855
3191	349.0744
3192	294.91144
3193	245.13382
3194	328.425
3195	245.62735
3196	282.90155
3197	291.95142
3198	152.3315
3199	301.11932
3200	285.28775
3201	228.04668
3202	55.813343
3203	313.37314
3204	309.56097
3205	244.8323
3206	247.79756
3207	314.8396
3208	329.84482
3209	285.14072
3210	240.64908
3211	285.93362
3212	275.4833
3213	294.30737
3214	262.156
3215	266.57343
3216	251.52823
3217	301.44562
3218	266.05463
3219	147.07742
3220	323.9608
3221	222.21538
3222	222.23726
3223	311.48468
3224	252.0535
3225	285.16837
3226	349.05862
3227	313.61743
3228	268.10513
3229	275.96674
3230	328.96573
3231	285.61142
3232	203.86703
3233	238.08646
3234	296.68796
3235	315.30585
3236	329.6373
3237	263.98822
3238	268.45612
3239	334.0888
3240	275.3698
3241	331.66946
3242	281.93033
3243	254.59732
3244	210.52719
3245	218.35706
3246	260.35873
3247	321.39496
3248	319.63785
3249	239.17928
3250	215.86832
3251	320.43393
3252	308.33737
3253	206.76428
3254	248.01538
3255	189.60307
3256	362.35263
3257	302.73993
3258	241.39192
3259	319.31586
3260	289.43256
3261	301.17587
3262	283.0039
3263	309.47714
3264	331.63348
3265	248.79568
3266	274.45807
3267	199.12251
3268	256.48395
3269	212.38449
3270	257.57993
3271	263.4526
3272	281.12036
3273	285.44366
3274	332.69513
3275	129.15517
3276	303.3095
3277	250.13672
3278	347.04596
3279	190.15573
3280	306.30505
3281	323.26614
3282	228.8525
3283	205.39175
3284	332.62305
3285	319.95905
3286	313.03442
3287	268.23798
3288	327.95438
3289	320.7974
3290	351.3473
3291	90.361565
3292	323.757
3293	217.21562
3294	306.90997
3295	225.26021
3296	278.71906
3297	206.55042
3298	339.1685
3299	315.51205
3300	300.41727
3301	239.87308
3302	289.39816
3303	217.10123
3304	319.91913
3305	309.1377
3306	315.99692
3307	186.87935
3308	327.5271
3309	260.44095
3310	349.7919
3311	320.91522
3312	237.78557
3313	285.2136
3314	246.3835
3315	311.8952
3316	291.89374
3317	299.7824
3318	221.61707
3319	260.3943
3320	314.828
3321	264.36673
3322	329.07233
3323	242.2291
3324	350.80634
3325	264.87094
3326	298.60175
3327	304.972
3328	311.31848
3329	263.29468
3330	74.06867
3331	311.02872
3332	223.78828
3333	289.05417
3334	309.07077
3335	321.20053
3336	346.6004
3337	246.78064
3338	310.6508
3339	333.24933
3340	204.61981
3341	254.7479
3342	262.26566
3343	323.67282
3344	249.29837
3345	323.12555
3346	306.30527
3347	300.3515
3348	333.16504
3349	307.34268
3350	292.77036
3351	344.39337
3352	303.29227
3353	296.4156
3354	146.11961
3355	293.47568
3356	196.51405
3357	262.24518
3358	263.76904
3359	323.8623
3360	175.65652
3361	253.5977
3362	243.19707
3363	332.72583
3364	277.70096
3365	276.87695
3366	310.81635
3367	312.3917
3368	324.068
3369	208.74088
3370	298.98648
3371	281.41037
3372	300.21002
3373	276.03198
3374	307.00323
3375	174.17484
3376	325.0189
3377	326.91467
3378	347.60342
3379	286.41217
3380	285.14532
3381	4.000821
3382	310.81738
3383	316.50433
3384	284.7185
3385	138.50755
3386	256.21954
3387	283.80014
3388	346.20782
3389	293.03458
3390	274.0139
3391	343.03326
3392	353.86148
3393	333.28897
3394	318.88568
3395	232.96855
3396	270.42844
3397	291.4208
3398	277.54236
3399	304.4175
3400	321.36172
3401	275.91803
3402	291.60657
3403	323.69922
3404	361.51575
3405	307.91034
3406	118.25275
3407	318.8476
3408	298.02008
3409	247.60043
3410	353.258
3411	225.02446
3412	227.35408
3413	328.93286
3414	324.6394
3415	359.85785
3416	273.48553
3417	323.737
3418	255.63655
3419	256.14792
3420	304.20047
3421	260.11374
3422	320.34656
3423	296.73145
3424	284.95062
3425	331.67477
3426	250.16537
3427	258.93475
3428	262.81656
3429	326.7105
3430	325.55893
3431	177.37674
3432	233.72025
3433	277.93716
3434	213.11887
3435	323.30093
3436	303.27887
3437	258.32877
3438	274.2401
3439	260.8854
3440	315.2735
3441	275.43433
3442	315.4795
3443	267.819
3444	325.6302
3445	245.15039
3446	337.8166
3447	334.7794
3448	309.13608
3449	268.03577
3450	306.95685
3451	296.6373
3452	236.73743
3453	320.28302
3454	182.94748
3455	246.97006
3456	255.16684
3457	298.3316
3458	223.21793
3459	219.14458
3460	254.0295
3461	306.56253
3462	290.4701
3463	333.11078
3464	284.86908
3465	311.32037
3466	237.79268
3467	266.4755
3468	258.20895
3469	316.60614
3470	301.50897
3471	309.65875
3472	337.94434
3473	319.1831
3474	278.63107
3475	221.14864
3476	320.12198
3477	222.98563
3478	339.95172
3479	351.1594
3480	204.18216
3481	232.62857
3482	219.11699
3483	277.23242
3484	343.93555
3485	320.32224
3486	260.64917
3487	242.98799
3488	332.74295
3489	280.49
3490	256.5372
3491	318.21234
3492	238.60661
3493	266.79294
3494	294.90714
3495	323.95044
3496	207.13431
3497	279.33478
3498	335.04303
3499	148.37933
3500	192.88301
3501	288.84998
3502	302.99982
3503	251.07114
3504	321.31726
3505	263.8601
3506	290.16046
3507	282.1086
3508	252.70195
3509	160.22177
3510	243.47794
3511	323.49374
3512	267.38608
3513	325.72153
3514	280.47168
3515	304.24274
3516	301.38092
3517	267.21783
3518	277.72354
3519	319.00656
3520	291.80658
3521	355.29022
3522	309.00165
3523	288.96622
3524	322.84326
3525	263.69025
3526	329.03467
3527	269.35638
3528	253.73569
3529	310.38464
3530	271.82645
3531	309.26398
3532	259.11258
3533	310.04648
3534	236.34135
3535	261.91074
3536	287.47665
3537	328.72113
3538	321.3391
3539	221.03918
3540	315.3702
3541	316.6325
3542	304.846
3543	239.60652
3544	275.42075
3545	333.24112
3546	274.57413
3547	179.68282
3548	339.9109
3549	299.70087
3550	330.4505
3551	270.97684
3552	263.4749
3553	277.25238
3554	214.56369
3555	308.62277
3556	343.20612
3557	227.139
3558	248.17928
3559	245.56416
3560	302.4123
3561	333.1146
3562	256.68097
3563	337.99832
3564	239.71207
3565	256.05292
3566	329.61426
3567	283.32678
3568	299.86578
3569	251.67569
3570	258.1581
3571	331.3329
3572	225.76518
3573	241.12065
3574	337.0241
3575	336.77234
3576	229.79277
3577	284.74377
3578	209.9863
3579	226.1136
3580	255.79727
3581	293.8898
3582	311.94635
3583	239.88123
3584	281.30508
3585	295.20703
3586	249.17854
3587	255.42456
3588	286.1508
3589	339.85822
3590	305.16104
3591	308.58075
3592	187.79192
3593	276.784
3594	308.5642
3595	236.16573
3596	331.7187
3597	270.69843
3598	318.07953
3599	282.07474
3600	286.84546
3601	261.8841
3602	244.77444
3603	337.16293
3604	283.4741
3605	282.08923
3606	304.3072
3607	248.48776
3608	235.7353
3609	329.58807
3610	320.18768
3611	281.32312
3612	310.70596
3613	321.4278
3614	208.13406
3615	324.74115
3616	303.3095
3617	238.95027
3618	297.80362
3619	275.58325
3620	206.9085
3621	270.4041
3622	280.67126
3623	248.70464
3624	315.37686
3625	203.20364
3626	15.639171
